date;tavg;tmin;tmax;prcp;snow;wdir;wspd;wpgt;pres;tsun
01/01/2021;24.7;;;;;;;;;
02/01/2021;24.4;14;29;0;;201;13.8;;1014.8;
03/01/2021;24.9;16;31;0;;114;16.3;;1013.1;
04/01/2021;26.1;18;32;0;;102;15.3;;1010.3;
05/01/2021;25.8;21;30;1.6;;83;9.9;;1009.1;
06/01/2021;25.7;21;32;11.9;;94;10.7;;1008.1;
07/01/2021;28.7;21.5;34;3;;309;13;;1008;
08/01/2021;28.9;20;34;0;;256;12.1;;1010.2;
09/01/2021;28.6;17;35.5;0;;88;11.2;;1010;
10/01/2021;29.9;24;35;0.3;;71;11.6;;1009.9;
11/01/2021;31.1;23;38;0;;73;14.1;;1007.8;
12/01/2021;26.1;22.6;28;11.9;;205;14.6;;1012.2;
13/01/2021;23.8;20.7;26.6;0.5;;127;17.8;;1018.3;
14/01/2021;24.1;17;28;0;;104;20.2;;1018.1;
15/01/2021;26.6;19;32.2;0.1;;101;17.8;;1011.5;
16/01/2021;25.2;20;34;1.1;;48;10.7;;1005.3;
17/01/2021;24.9;20;30;20.5;;298;10.8;;1004.5;
18/01/2021;24.1;19;28;4.1;;163;12.6;;1012.7;
19/01/2021;23.9;15;29;0;;110;14;;1016.8;
20/01/2021;23.3;19;26.5;0;;105;19.3;;1016.8;
21/01/2021;24.3;20.2;28;0;;103;22.5;;1018.1;
22/01/2021;25.9;21;30.1;0.3;;105;20.3;;1019;
23/01/2021;26.4;20;32;0.1;;108;12.7;;1015.7;
24/01/2021;26.1;20;33;2.2;;53;8.6;;1011.7;
25/01/2021;26.5;19;32;15;;50;7.4;;1008.6;
26/01/2021;26.1;20;34;0;;354;9.3;;1006.9;
27/01/2021;25.6;22;30;18;;311;10.8;;1004.4;
28/01/2021;23.8;22;26.7;24.9;;43;9.9;;1007.3;
29/01/2021;26.6;21;31.1;7.1;;328;9.1;;1005.4;
30/01/2021;27.8;22;32.2;0;;303;8.4;;1007.8;
31/01/2021;26.1;21;29;6.1;;283;10;;1008.6;
01/02/2021;27.3;21;31.2;0;;261;7.2;;1009.1;
02/02/2021;28.1;23;34;0.3;;42;8;;1010.2;
03/02/2021;25.6;22.8;30;6.1;;42;6.7;;1010.3;
04/02/2021;23.5;20.7;27;18;;279;22;;1007.4;
05/02/2021;22.1;18;26;0.8;;250;17.5;;1009.3;
06/02/2021;22.9;16;28;0;;253;9.2;;1012.2;
07/02/2021;23.9;17;29;0.2;;206;9.8;;1014.2;
08/02/2021;24;16;29.7;0;;103;12.6;;1014.4;
09/02/2021;25.1;19;31.5;1;;89;11.2;;1014.1;
10/02/2021;21.4;18;31;0;;93;15.3;;1014.4;
11/02/2021;24.6;20;31;0;;98;13.7;;1013.3;
12/02/2021;24.3;21;29;1.7;;99;8.8;;1012.4;
13/02/2021;27.3;19;31.1;3;;333;8.4;;1010.1;
14/02/2021;24.4;21;29;0;;312;8.9;;1007.4;
15/02/2021;24.8;20;30;3.2;;284;9.4;;1006.6;
16/02/2021;24.8;20;29.5;1;;292;15.7;;1005.9;
17/02/2021;24.5;17;28.2;0;;283;13.5;;1006.3;
18/02/2021;24.6;19;28;1.3;;287;14.5;;1007.6;
19/02/2021;21.2;19;30;0.1;;294;10;;1010.6;
20/02/2021;23.7;18;30;0;;114;9.3;;1014.2;
21/02/2021;28.1;18;32;0;;102;13.1;;1014.6;
22/02/2021;27.9;19;35;0;;34;7.7;;1011.2;
23/02/2021;26.4;22;29.5;2;;237;6.2;;1011.1;
24/02/2021;25.5;20;30;0;;131;11.3;;1014.2;
25/02/2021;24.9;18;30.5;0;;114;14.4;;1014.1;
26/02/2021;25.1;17;30;0;;106;17.9;;1015.2;
27/02/2021;25.3;19;30;0;;109;21;;1018.4;
28/02/2021;24.6;19;29;1;;109;22.7;;1017.2;
01/03/2021;25.4;21;31;7.8;;107;16.6;;1012.6;
02/03/2021;27.1;20;32.2;2;;106;12.5;;1011.4;
03/03/2021;27.3;21;33;0.3;;151;8.3;;1012.5;
04/03/2021;24.9;21;28;15.5;;122;6.8;;1009.3;
05/03/2021;22.8;20.8;26.2;11.9;;262;11.2;;1005.7;
06/03/2021;23.1;19.7;27;13;;217;9.6;;1009.9;
07/03/2021;22.9;14;29;0;;114;8.4;;1012.3;
08/03/2021;24.9;18.6;31;0;;71;7.9;;1011.5;
09/03/2021;23.6;19.2;28;9.9;;145;10.3;;1012.5;
10/03/2021;23.7;18;28;0.5;;225;9;;1011.6;
11/03/2021;22.9;17;29.2;0;;250;7.6;;1011.5;
12/03/2021;23.8;17;29.6;0;;110;7.3;;1013.6;
13/03/2021;24.8;15;31.5;0;;114;8.6;;1013.9;
14/03/2021;25.4;19.6;31;0;;123;10.2;;1014.7;
15/03/2021;25.2;19;30;0.2;;120;15.3;;1014.7;
16/03/2021;26.9;21;34.2;0;;109;12.1;;1009.5;
17/03/2021;25.9;21.4;30;14;;312;12.5;;1007.8;
18/03/2021;22.3;19;25.2;0.2;;210;9.5;;1014.1;
19/03/2021;22.4;18.8;27.7;0;;110;13.9;;1016.1;
20/03/2021;25.5;18;33;0;;91;11.5;;1014.2;
21/03/2021;24.9;23;27;8.8;;297;10.6;;1014.6;
22/03/2021;23.2;9;25;5.1;;132;10.9;;1017.5;
23/03/2021;22;21;24;15.8;;124;8.8;;1015.2;
24/03/2021;23;19;28;0.8;;112;11.3;;1016.9;
25/03/2021;24.9;18;32.5;0;;101;12.2;;1014.5;
26/03/2021;24.4;21.9;30.1;11.7;;0;8.6;;1011.6;
27/03/2021;23.3;21;26.9;6;;287;7.1;;1011.9;
28/03/2021;23.5;21;27.2;20.8;;316;10.2;;1010.8;
29/03/2021;22.6;19.7;25;0.3;;277;14.1;;1012.2;
30/03/2021;20.6;17.4;24;0;;260;11;;1012.7;
31/03/2021;20.1;16;26;0.9;;202;10.2;;1014.4;
01/04/2021;20.4;16;25.5;2.5;;157;9.5;;1015.8;
02/04/2021;19.5;13;24;0.9;;107;13.9;;1018.6;
03/04/2021;22;18;29.5;0;;107;12.1;;1018.7;
04/04/2021;22.2;16;29.5;0;;102;12.4;;1018.1;
05/04/2021;22.7;16;31.6;0;;103;11.5;;1017.2;
06/04/2021;23.5;19;30.5;0;;91;8.6;;1016.9;
07/04/2021;22.9;16;29.6;0;;90;12.7;;1018.5;
08/04/2021;23.7;16;31.7;0;;87;8.9;;1017.5;
09/04/2021;25.6;17;33;0;;28;8.2;;1015.5;
10/04/2021;26.4;19;33.5;0;;339;8;;1011.9;
11/04/2021;25.2;19;33;1.2;;314;14.6;;1009.4;
12/04/2021;21.5;17.7;25.7;0;;234;10.8;;1017.5;
13/04/2021;20.5;16;25.7;1.4;;90;8.7;;1020.3;
14/04/2021;20.6;13;28.7;0;;96;11.2;;1018.3;
15/04/2021;21.9;15;29;0;;59;6.8;;1015.9;
16/04/2021;23.6;18.5;29.2;2;;315;8.2;;1013.9;
17/04/2021;22.4;19;27;3;;154;9.4;;1015.7;
18/04/2021;21.1;17;26;3.3;;116;12.6;;1017.6;
19/04/2021;20.2;13;25.2;0;;104;11.2;;1019.4;
20/04/2021;21;16;26.2;0.3;;114;16.1;;1020.2;
21/04/2021;21;18;26.1;0;;100;20.3;;1020.1;
22/04/2021;20.4;14;26.2;0;;97;15.4;;1018.7;
23/04/2021;20.4;14;29.1;0;;97;10.6;;1016.4;
24/04/2021;21.3;12;29;0.2;;331;7.2;;1012.7;
25/04/2021;20.1;18;23;7.9;;276;9.4;;1013;
26/04/2021;18.2;14.3;22;18;;293;9.2;;1016.2;
27/04/2021;16.9;11;22.7;0;;278;9;;1017.8;
28/04/2021;15.5;9;22.2;0;;267;6.3;;1020.4;
29/04/2021;17.3;11;24.1;0;;129;5.8;;1023.5;
30/04/2021;18.3;10;27.6;0;;105;7.7;;1022.4;
01/05/2021;18.7;10;27.1;0;;68;4.9;;1019.8;
02/05/2021;20.3;10;30.2;0;;63;6.8;;1017.3;
03/05/2021;22.9;14;32.2;0;;30;6.9;;1014.4;
04/05/2021;21.3;16;28;7.6;;118;8.9;;1014.6;
05/05/2021;16.3;14.6;18;28.8;;147;6.2;;1019.6;
06/05/2021;15;13.9;17;15;;244;11.3;;1020.4;
07/05/2021;13.3;7;20;0;;301;6.6;;1024.3;
08/05/2021;14.6;7;22.7;0;;79;6.5;;1026.7;
09/05/2021;15.9;8;24.1;0;;82;6.8;;1023.7;
10/05/2021;18.3;11;26;2.5;;347;6.5;;1018.6;
11/05/2021;16;10;20;11.3;;183;11.1;;1019.2;
12/05/2021;12.8;7;19.5;0;;274;6.1;;1021;
13/05/2021;12;5;20.5;0;;316;4.5;;1022.8;
14/05/2021;11.8;3;21.2;0;;74;4.9;;1021.7;
15/05/2021;13.7;8;21;0;;110;6.2;;1020.2;
16/05/2021;15.1;11;21.6;0;;314;4.4;;1019.1;
17/05/2021;16.2;13;22;0;;301;9.8;;1017.9;
18/05/2021;13.8;8;20;0;;262;7;;1019.1;
19/05/2021;12.4;5;20;0;;306;4.3;;1017.1;
20/05/2021;13.1;8;17.5;1.8;;93;5.5;;1015.8;
21/05/2021;15.3;12;18;19;;102;10.7;;1011.5;
22/05/2021;18;14;23;5.5;;304;14;;1006.7;
23/05/2021;15.1;13.5;16;0;;309;30.2;;1010.1;
24/05/2021;14.2;11.6;17;0;;293;25.4;;1015.9;
25/05/2021;12.7;8;19.5;0;;307;10.5;;1019.2;
26/05/2021;11.9;6;20.7;0;;295;5.7;;1018.7;
27/05/2021;13.3;7;23.2;0;;303;5.4;;1014.3;
28/05/2021;14.5;9;18;22.7;;62;8.5;;1006;
29/05/2021;17.6;14.6;21.2;78;;278;11.1;;1009.9;
30/05/2021;10;4;15.7;0;;280;7.7;;1021.1;
31/05/2021;9.1;2;18;0;;307;6;;1020.5;
01/06/2021;12.1;4;22;0;;316;4.4;;1015;
02/06/2021;16.2;10;23.1;2.9;;302;8.6;;1012.7;
03/06/2021;14.3;7;22.1;0;;336;4.1;;1018.3;
04/06/2021;17.4;7;29;0;;15;4.2;;1016;
05/06/2021;22;14;32;5.2;;339;13.2;;1012.8;
06/06/2021;16.2;14.6;17.6;18.6;;151;9.3;;1018.9;
07/06/2021;16.4;13;20;0.4;;111;20.1;;1020.1;
08/06/2021;16.3;15;17;10.5;;105;14.1;;1019.4;
09/06/2021;17.6;14;21;12.1;;98;15.2;;1018.2;
10/06/2021;15.5;13.9;18;17.9;;72;5.6;;1016.2;
11/06/2021;14.6;9;18.7;0.5;;273;13.2;;1018.8;
12/06/2021;12;5;19.2;0;;309;9;;1020;
13/06/2021;12.8;6;22.5;0;;331;6;;1021.8;
14/06/2021;13.8;6;23.2;0;;326;4.9;;1019.7;
15/06/2021;12.6;8;16;0.8;;257;7.2;;1021.2;
16/06/2021;12.2;8.4;15;0;;194;9.2;;1024.4;
17/06/2021;10.5;8;15.7;0;;254;5.2;;1025.3;
18/06/2021;11.8;6;15;0.2;;123;5.4;;1025.4;
19/06/2021;13.4;9;16.7;6;;104;6.4;;1021.5;
20/06/2021;14.4;11.1;17;0.3;;283;6.2;;1020.7;
21/06/2021;14;11.8;17;0.5;;144;7.9;;1021.9;
22/06/2021;14.8;11.2;17.2;1;;127;10.2;;1022.9;
23/06/2021;15.8;11;21;0.5;;96;13.5;;1020.5;
24/06/2021;17.4;15;22;7.1;;1;13.9;;1009.2;
25/06/2021;14.6;9;19.6;0;;273;11.6;;1017.1;
26/06/2021;14.6;9;17;31.1;;115;11.5;;1011.9;
27/06/2021;13.1;10;17;34.3;;282;20.5;;1015.8;
28/06/2021;9.1;7;12;0;;292;19;;1023.4;
29/06/2021;8.5;7;9;0.4;;302;30;;1023.5;
30/06/2021;9.6;8;12;0.5;;304;15;;1027.5;
01/07/2021;10.5;5;18.1;0;;11;4.9;;1026.4;
02/07/2021;11.7;4;20.2;0;;1;6.1;;1022.8;
03/07/2021;10.9;6;19.1;0;;311;5.4;;1024.5;
04/07/2021;9.5;4;16;0;;66;5.1;;1024.9;
05/07/2021;11.8;6;19;0;;70;4.3;;1024.4;
06/07/2021;13.2;9.9;21;0;;92;6.9;;1023.4;
07/07/2021;15.4;7;24.2;0;;76;7.1;;1021.1;
08/07/2021;15;9;23.2;0;;60;7;;1020.4;
09/07/2021;15.2;10;23.1;0;;111;5.7;;1020.2;
10/07/2021;15.9;7;25.2;0;;337;8.1;;1017.5;
11/07/2021;15.9;12;22.6;0;;136;9.2;;1019.4;
12/07/2021;16.8;12;25.7;0;;71;5.8;;1018.4;
13/07/2021;16.9;12;23;0;;346;4.9;;1016.6;
14/07/2021;17.5;14;21.5;0.2;;122;7.9;;1014.9;
15/07/2021;16.4;14.8;19;9.9;;271;11;;1013.1;
16/07/2021;13.2;9;18.2;0.2;;113;6.4;;1018.5;
17/07/2021;12.6;9;17;0.7;;309;11.5;;1016.8;
18/07/2021;11.6;6.7;14;0.5;;287;30.4;;1019.5;
19/07/2021;10.8;9;12;0;;292;25.5;;1023.3;
20/07/2021;8.6;3;15.2;0;;298;8.6;;1025;
21/07/2021;8.8;1;18;0;;302;7.2;;1024.9;
22/07/2021;10.5;0;22.1;0;;98;6.2;;1025.7;
23/07/2021;14.5;5;28;0;;60;3.2;;1020.6;
24/07/2021;16.1;6;28.2;0;;330;5.4;;1017.2;
25/07/2021;18.8;8;28.2;0;;15;7.3;;1012;
26/07/2021;17.6;16;21;19.3;;94;7.8;;1010.8;
27/07/2021;11.7;7;15;12.3;;257;21.3;;1016.7;
28/07/2021;7.4;4;11.1;0.5;;288;24.2;;1020.7;
29/07/2021;7.4;3;11.6;2;;286;17.9;;1026.4;
30/07/2021;7.3;0;15.5;0;;293;6.5;;1029.3;
31/07/2021;10.1;0;20.1;0;;83;6.7;;1028.8;
01/08/2021;11.3;6;20;0;;333;6.2;;1028.5;
02/08/2021;11.1;7;16;0;;161;6.7;;1028.4;
03/08/2021;11.2;6;17.6;0;;151;8;;1029;
04/08/2021;13.2;10.3;16;0;;122;8.9;;1030.1;
05/08/2021;17.7;13.8;23;0;;106;17.8;;1027.7;
06/08/2021;15.9;10;24.1;0;;103;9;;1024.7;
07/08/2021;18.1;9;28.2;0;;65;6.3;;1020;
08/08/2021;19.1;10;29;0;;28;5.8;;1017.8;
09/08/2021;17.8;11;27;3.9;;54;7.7;;1015.1;
10/08/2021;14.7;12;18;8.4;;178;8.6;;1018.9;
11/08/2021;11.3;5;14.7;0.1;;178;9.1;;1025.9;
12/08/2021;9.5;2;14;0;;105;8.7;;1027.9;
13/08/2021;14.2;9;19;0;;107;19.5;;1025.6;
14/08/2021;16.4;10;23.2;0;;107;10.1;;1020.8;
15/08/2021;15.4;12;20;2.6;;130;8;;1018.2;
16/08/2021;15.8;13;20;0.1;;129;6.7;;1016.1;
17/08/2021;19.8;15;27.2;0;;108;4.8;;1013.8;
18/08/2021;18.4;16;21;7.9;;105;16.2;;1014.5;
19/08/2021;24.3;13;35;0;;357;10.5;;1008.5;
20/08/2021;20.1;16.7;23.4;0;;95;12.9;;1012.6;
21/08/2021;16.3;14.9;17;2;;126;10.8;;1016.4;
22/08/2021;22.2;10;33;0;;351;9.6;;1006.9;
23/08/2021;18.1;15.7;20;0;;131;19.3;;1011.7;
24/08/2021;16.7;14.5;18;3;;117;16;;1008.3;
25/08/2021;17.9;16;20;32.3;;122;8.3;;1005.7;
26/08/2021;14.8;12.3;17.1;53.1;;195;10.6;;1014.3;
27/08/2021;13.6;7;21.2;0;;74;7.1;;1022;
28/08/2021;16.3;11.3;21.6;0;;98;17.6;;1023.5;
29/08/2021;18.4;12;25.6;0;;107;12.8;;1023.9;
30/08/2021;19.1;13;27;0;;103;12.2;;1022.1;
31/08/2021;20.4;14;29;0;;86;10.6;;1020.6;
01/09/2021;20.4;12;30;0;;50;7.8;;1017.8;
02/09/2021;21.8;14;30;0;;350;7.8;;1014;
03/09/2021;20;17.9;22;0.2;;246;11.6;;1014.7;
04/09/2021;17.7;14.5;21.5;7.1;;125;12.3;;1015.4;
05/09/2021;18.1;14.9;22.1;25.9;;248;10;;1013.8;
06/09/2021;18.3;15;23;0.2;;108;16.2;;1017.3;
07/09/2021;16.7;8;18;44;;100;17.3;;1014;
08/09/2021;18.2;8;21;19.5;;116;14.6;;1007;
09/09/2021;17.9;14;22;0;;293;25.1;;1011.3;
10/09/2021;16.1;13.4;18;0;;289;21.6;;1015.9;
11/09/2021;17.3;14.6;21.6;0.3;;283;10.6;;1018.7;
12/09/2021;19.1;9;29.7;0;;96;11.1;;1014.1;
13/09/2021;19.2;18;20.1;36.9;;129;13.2;;1007.9;
14/09/2021;19;17.6;21.2;53.1;;265;8.7;;1009.8;
15/09/2021;16.9;11.5;20.5;0.5;;212;10.3;;1022;
16/09/2021;14.5;8;20.5;0;;106;11.9;;1026.2;
17/09/2021;15.7;12;20;5.8;;110;8.5;;1020.2;
18/09/2021;18.8;14.5;24.2;4.1;;136;7.2;;1015;
19/09/2021;20.2;16.8;23;0;;117;12.7;;1013;
20/09/2021;21.8;18;26;22.9;;93;11.8;;1009.3;
21/09/2021;18;15.4;20;0.3;;188;16.7;;1020.1;
22/09/2021;17.2;11.6;21.6;0;;111;17.9;;1022;
23/09/2021;16.5;11;20;7.6;;92;10.3;;1019.3;
24/09/2021;17.9;15.4;21.7;6.1;;200;6.5;;1019;
25/09/2021;18.2;11.6;23.7;0;;46;6.8;;1018.3;
26/09/2021;20;14.8;27;0;;129;8.7;;1016.5;
27/09/2021;21.3;15.3;29;0;;133;8.4;;1016.2;
28/09/2021;19.4;18;21;9.3;;173;8.5;;1015.6;
29/09/2021;19.1;17;22.5;2.7;;143;15.3;;1017.2;
30/09/2021;18.6;14;24;16.2;;99;19.2;;1012.8;
01/10/2021;19.9;16;25;6.8;;256;11.2;;1009.1;
02/10/2021;19.5;14.6;23;0;;134;10.9;;1011.5;
03/10/2021;18.8;16.2;22;3;;168;12.6;;1008.8;
04/10/2021;15.7;13;19.6;0.2;;151;10.5;;1016.5;
05/10/2021;17.2;9.6;22;0;;112;9.7;;1019;
06/10/2021;18.4;13;23.7;0.1;;246;8.4;;1014.8;
07/10/2021;16.9;11.4;20;0;;159;12.1;;1019.3;
08/10/2021;16.4;8;22;0.2;;109;17.6;;1016.9;
09/10/2021;18.5;15;22;2.6;;105;23.8;;1016.2;
10/10/2021;21;17;25;0.1;;105;22.6;;1016.4;
11/10/2021;19.8;16.1;23;0.5;;98;13.7;;1016;
12/10/2021;22.2;16;27.7;1;;124;7.8;;1012.8;
13/10/2021;22.5;16;30.5;0;;73;9.4;;1008.2;
14/10/2021;25;19;31;0.8;;41;9.1;;1004;
15/10/2021;19.6;16.7;22;32.5;;171;13.1;;1011.6;
16/10/2021;17.4;16;19.1;16;;172;12.6;;1019.3;
17/10/2021;18.1;14.2;22.2;3;;129;10.8;;1020.1;
18/10/2021;17.7;12;24;0.8;;120;11.7;;1019.8;
19/10/2021;17.5;10;23;0;;101;11.9;;1021.9;
20/10/2021;17.4;10;24;0.2;;111;14.1;;1020.5;
21/10/2021;19.3;11;26;1.5;;115;8.6;;1015.5;
22/10/2021;20.7;14.9;27.1;0;;152;10.5;;1012.2;
23/10/2021;19.8;14;28;18.4;;339;8.1;;1005;
24/10/2021;19.9;15;25.7;3;;231;12.4;;1013.1;
25/10/2021;19.5;10;29;0;;337;9.1;;1017;
26/10/2021;22.3;12.7;32.5;0;;326;7.7;;1017.5;
27/10/2021;23.8;14;33.7;0;;37;9.6;;1019.5;
28/10/2021;22.3;14;29;0;;100;17.7;;1021.5;
29/10/2021;22.3;18;29;0;;110;22.7;;1018.8;
30/10/2021;23.3;18.7;29;0;;111;18.5;;1015.8;
31/10/2021;24;18.4;30.2;0.1;;103;15.3;;1015.2;
01/11/2021;23.6;17.7;31;0;;114;12.1;;1014.5;
02/11/2021;24.3;18;32;0.4;;108;11.7;;1012.6;
03/11/2021;21.7;19.6;25;11.6;;122;8.2;;1009.3;
04/11/2021;24.9;19;30;17;;293;10.8;;1008.5;
05/11/2021;23.9;19.2;30;0;;138;9.6;;1010.9;
06/11/2021;20.8;17;25;3.5;;141;14.6;;1014.9;
07/11/2021;20.4;15.4;25;0;;125;12.4;;1015.9;
08/11/2021;19.5;13;25;0;;128;10.9;;1015.6;
09/11/2021;19.5;12;26;0;;113;9.8;;1017.2;
10/11/2021;19.9;13;25.2;0;;119;16.5;;1018.4;
11/11/2021;20.1;15;25;0;;110;23;;1020.9;
12/11/2021;19.3;13;24;0;;108;22.7;;1020.8;
13/11/2021;20.7;13;28;0;;104;17.5;;1015.9;
14/11/2021;22.9;15;32;0;;92;10.5;;1013;
15/11/2021;24.2;19;32;0.3;;100;11;;1012;
16/11/2021;23.7;18;30.6;0.1;;54;10;;1011.2;
17/11/2021;18.7;15.7;22.1;11.3;;148;10.1;;1013.3;
18/11/2021;17.6;16;19;12.8;;121;13.4;;1012.8;
19/11/2021;20.1;16.4;24;0.3;;119;10.4;;1015.2;
20/11/2021;20.2;11;30;0;;103;8.3;;1016.1;
21/11/2021;23.4;13;33;0;;13;7.1;;1013.2;
22/11/2021;26.3;15;37;0;;7;7.5;;1008.5;
23/11/2021;22.6;16;26;0;;172;13.6;;1013.5;
24/11/2021;21.4;13;30;0;;103;13.6;;1014.9;
25/11/2021;23.5;15;34.5;9.5;;93;10.4;;1007.5;
26/11/2021;22.3;20;25;12.1;;283;19.3;;1002.2;
27/11/2021;22.6;20;27;3.2;;184;12.1;;1006.2;
28/11/2021;24.2;20;27.2;0.3;;69;5.1;;1006.3;
29/11/2021;24.1;20;27.2;0.5;;295;21.8;;1001.9;
30/11/2021;25.1;20.6;28;0;;263;21.1;;1006.1;
01/12/2021;21.1;19;24.5;7.9;;158;10.1;;1012.4;
02/12/2021;21.3;15.7;25;2;;113;14.2;;1014.6;
03/12/2021;21.4;16;27;0;;110;19.7;;1014.1;
04/12/2021;23.1;17;30;0;;109;17.6;;1014.4;
05/12/2021;23.5;20;28;4.8;;115;17.7;;1014.8;
06/12/2021;22.2;18.1;25.6;59.9;;117;20.4;;1017.1;
07/12/2021;21;16;26;0;;110;20.8;;1020.2;
08/12/2021;20.9;15;27;0;;108;15.6;;1018.9;
09/12/2021;20.7;16;26;0.1;;112;17.2;;1017;
10/12/2021;20.9;15;26.7;0;;108;15.2;;1012.6;
11/12/2021;21.9;17;28;0;;115;13;;1007.2;
12/12/2021;24.2;18;32.2;0.1;;107;14.5;;1006.6;
13/12/2021;26.1;20.6;33.1;1.5;;113;13.4;;1008.6;
14/12/2021;22.9;21;24;25.9;;105;20.4;;1010.1;
15/12/2021;24.2;20.8;27.6;8.9;;110;21.6;;1009.7;
16/12/2021;24.6;21.2;27;0;;147;8.6;;1010.7;
17/12/2021;23;18;28;1.7;;148;15.1;;1014.8;
18/12/2021;23.1;19.8;26;0.3;;104;23.9;;1016.6;
19/12/2021;24.2;18;30.7;0;;109;18.1;;1013.2;
20/12/2021;26.1;18.8;34;0.2;;129;8.9;;1009.5;
21/12/2021;26.2;21;31;0.1;;172;8;;1007.6;
22/12/2021;24.1;20;28;0.8;;155;13.4;;1009.9;
23/12/2021;22.8;17;28;0;;149;12.4;;1014.2;
24/12/2021;22.9;17;29;0;;110;14.8;;1012.6;
25/12/2021;24.2;16;33;0;;84;10;;1009.5;
26/12/2021;23.9;18.8;31;2.3;;114;9.6;;1009.1;
27/12/2021;26.7;18.4;33.1;0;;217;10.9;;1009.2;
28/12/2021;24.7;19;31.2;0;;117;15.9;;1012.5;
29/12/2021;23.8;17;30;0;;107;19.8;;1014.4;
30/12/2021;26.8;19.8;33.2;0.1;;112;17.8;;1009.9;
31/12/2021;26.8;20;35;0.9;;99;12.1;;1006.6;
01/01/2022;27.2;20;35.2;0;;110;11.1;;1005.3;
02/01/2022;26.3;21;38;0;;104;9.8;;1006.6;
03/01/2022;28.1;22;34.2;0.2;;135;8.9;;1007.6;
04/01/2022;26.4;24;30;11.5;;226;7.2;;1005.3;
05/01/2022;23;21;26;19;;160;8.5;;1006.8;
06/01/2022;22.4;17;26;0.3;;116;14;;1013.7;
07/01/2022;22.1;16;27;0;;109;17.9;;1015;
08/01/2022;22.9;17;28;0;;103;20.6;;1015.4;
09/01/2022;23.2;18;29;0;;96;21.2;;1015.8;
10/01/2022;24.2;18;31;0;;112;13;;1012.6;
11/01/2022;25.5;19;33;0;;121;9.7;;1010;
12/01/2022;25.4;18.7;34;0;;104;11.6;;1011.6;
13/01/2022;25.8;18;34.7;0;;104;11;;1013.9;
14/01/2022;28.3;20;37.7;0;;82;11;;1014.4;
15/01/2022;30.6;25;37.2;4.5;;336;9.4;;1012.3;
16/01/2022;30.4;23;40;5.2;;321;12.6;;1007.5;
17/01/2022;27;22;35.2;4;;300;12.2;;1008.3;
18/01/2022;25.2;22;27;6.8;;114;7.2;;1012.5;
19/01/2022;28.5;22;36.5;0;;69;8.8;;1013.7;
20/01/2022;29.1;23;36;0.1;;87;9.7;;1012.5;
21/01/2022;29.9;23.9;35.5;0;;104;13.5;;1010.4;
22/01/2022;30.9;24;39;0;;93;9.9;;1008.4;
23/01/2022;29.1;24;36.2;0.3;;4;7.7;;1009.1;
24/01/2022;29.9;24;35.5;1.4;;124;7.1;;1009.8;
25/01/2022;28.8;24;36.1;0.1;;129;10.9;;1008.5;
26/01/2022;27.8;22;36.5;7.5;;31;9.7;;1005.6;
27/01/2022;23.3;18;25.7;30.1;;143;13.8;;1010.7;
28/01/2022;22;17;27;0;;111;15.9;;1013.3;
29/01/2022;22;16;27;0;;105;16.4;;1012.6;
30/01/2022;23.8;18;29;0;;101;12.9;;1010.5;
31/01/2022;25.1;19;33;0.1;;124;10.2;;1007.8;
01/02/2022;24.7;21;30;0.9;;127;13.9;;1011.9;
02/02/2022;25.5;18;33.2;0;;104;13.2;;1012.1;
03/02/2022;28.4;21;36.2;0;;77;10.7;;1009.1;
04/02/2022;26.9;23;31;18.8;;340;8.7;;1006.4;
05/02/2022;25;22;31;7.6;;317;8;;1005.4;
06/02/2022;24.1;21;28;0.3;;285;16.2;;1010.4;
07/02/2022;22.1;17;26.2;0;;274;14.2;;1013.8;
08/02/2022;22.4;16;28;0;;218;10.2;;1014.5;
09/02/2022;22.5;16;29;0.4;;110;11.8;;1013.9;
10/02/2022;24.5;19;31.5;0;;108;16.6;;1011.4;
11/02/2022;25.9;20;33;0;;114;13.4;;1010.9;
12/02/2022;26.5;20;34.5;0.1;;94;10.3;;1010.7;
13/02/2022;22.6;21;24.5;10.3;;205;7.4;;1010.3;
14/02/2022;23.9;17.8;29;2;;280;10.6;;1011.6;
15/02/2022;23.6;15;32;0;;284;9.9;;1014;
16/02/2022;24.3;16;33.5;0;;112;13.6;;1013.5;
17/02/2022;24.2;17;32;0.6;;112;12.3;;1011.2;
18/02/2022;25.9;21;31;0.2;;118;14.5;;1010.5;
19/02/2022;24.4;17;32;0;;113;11.6;;1008.6;
20/02/2022;27;18;35;0;;107;9.7;;1007.9;
21/02/2022;25;21;30;0.4;;7;6.1;;1011.9;
22/02/2022;25.1;22;30;0.5;;117;7.7;;1013.6;
23/02/2022;24.4;19;30;0;;125;8.1;;1013.6;
24/02/2022;25.3;19;33.2;0;;113;15.1;;1012.8;
25/02/2022;27.5;22;34;15.6;;111;9.3;;1013.3;
26/02/2022;28.3;23.5;35;0;;132;10.5;;1014.2;
27/02/2022;28.8;22;37;0;;83;9.8;;1009.5;
28/02/2022;25.8;22;30;12.3;;311;8.8;;1008.9;
01/03/2022;23.6;22;26;7.9;;154;10.5;;1012.2;
02/03/2022;25.5;21;31.2;2.2;;129;10.5;;1011.2;
03/03/2022;25.6;18;33;0;;96;8.7;;1012.3;
04/03/2022;26.1;18;35;0;;111;8.9;;1011.7;
05/03/2022;27.5;22;37;2.4;;109;8.1;;1008.6;
